"section|212(b)|of|the|Personal|Data|Protection|and|Breach|Accountability|Act|of|2014", "Personal Data Protection and Breach Accountability Act of 2014/s:212/ss:b", "1"
"Section|8(b)(5)(B)(iii)(III)(bb)|of|the|Soil|Conservation|and|Domestic|Allotment|Act", "Soil Conservation and Domestic Allotment Act/s:8/ss:b/p:5/sp:B/cl:iii/scl:III/i:bb", "3"
"Section|304|of|the|Secure|Rural|Schools|and|Community|Self-Determination|Act|of|2000", "Secure Rural Schools and Community Self-Determination Act of 2000/s:304", "3"
"Section|817|of|the|Bob|Stump|National|Defense|Authorization|Act|for|Fiscal|Year|2003", "Bob Stump National Defense Authorization Act for Fiscal Year 2003/s:817", "2"
"subpart|3|of|part|B|of|title|I|of|the|Elementary|and|Secondary|Education|Act|of|1965", "Elementary and Secondary Education Act of 1965/t:I/pt:B/spt:3", "1"
"2538|of|the|Border|Security,|Economic|Opportunity,|and|Immigration|Modernization|Act", "Border Security, Economic Opportunity, and Immigration Modernization Act/s:2538", "3"
"section|414(c)|of|the|American|Competitiveness|and|Workforce|Improvement|Act|of|1998", "American Competitiveness and Workforce Improvement Act of 1998/s:414/ss:c", "2"
"Assisted|Living|Pilot|Program|for|Veterans|with|Traumatic|Brain|Injury|Extension|Act", "Assisted Living Pilot Program for Veterans with Traumatic Brain Injury Extension Act", "2"
"Section|1245(d)(5)(A)|of|the|National|Defense|Authorization|Act|for|Fiscal|Year|2012", "National Defense Authorization Act for Fiscal Year 2012/s:1245/ss:d/p:5/sp:A", "2"
"subtitle|D|of|title|V|of|the|National|Defense|Authorization|Act|for|Fiscal|Year|2014", "National Defense Authorization Act for Fiscal Year 2014/t:V/st:D", "2"
"Paragraph|(1)|of|section|37(a)|of|the|State|Department|Basic|Authorities|Act|of|1956", "State Department Basic Authorities Act of 1956/s:37/ss:a/p:1", "3"
"title|II|of|the|Department|of|Commerce|and|Related|Agencies|Appropriations|Act,|2002", "Department of Commerce and Related Agencies Appropriations Act, 2002/t:II", "2"
"Section|223(a)(3)(ii)|of|the|Juvenile|Justice|and|Delinquency|Prevention|Act|of|1974", "Juvenile Justice and Delinquency Prevention Act of 1974/s:223/ss:a/p:3/sp:ii", "1"
"section|6(f)(5)|of|the|Forest|and|Rangeland|Renewable|Resources|Planning|Act|of|1974", "Forest and Rangeland Renewable Resources Planning Act of 1974/s:6/ss:f/p:5", "4"
"Section|2015(a)|of|title|I|of|the|Omnibus|Crime|Control|and|Safe|Streets|Act|of|1968", "Omnibus Crime Control and Safe Streets Act of 1968/t:I/s:2015/ss:a", "4"
"section|103(d)(1)|of|the|Water|Supply|Reliability,|and|Environmental|Improvement|Act", "Water Supply Reliability, and Environmental Improvement Act/s:103/ss:d/p:1", "1"
"Subpart|2|of|part|A|of|title|I|of|the|Elementary|and|Secondary|Education|Act|of|1965", "Elementary and Secondary Education Act of 1965/t:I/pt:A/spt:2", "3"
"section|1113(c)(3)|of|title|I|of|the|Elementary|and|Secondary|Education|Act|of|1965", "Elementary and Secondary Education Act of 1965/t:I/s:1113/ss:c/p:3", "1"
"subtitle|B|of|title|III|of|the|Health|Care|and|Education|Reconciliation|Act|of|2010", "Health Care and Education Reconciliation Act of 2010/t:III/st:B", "4"
"section|2301(a)|of|the|Military|Construction|Authorization|Act|for|Fiscal|Year|2008", "Military Construction Authorization Act for Fiscal Year 2008/s:2301/ss:a", "1"
"section|1111(h)(2)(B)(i)(III)|of|the|Elementary|and|Secondary|Education|Act|of|1965", "Elementary and Secondary Education Act of 1965/s:1111/ss:h/p:2/sp:B/cl:i/scl:III", "2"
"Section|603|of|the|Harmful|Algal|Bloom|and|Hypoxia|Research|and|Control|Act|of|1998", "Harmful Algal Bloom and Hypoxia Research and Control Act of 1998/s:603", "1"
"sections|100205|and|100207|of|the|Biggert-Waters|Flood|Insurance|Reform|Act|of|2012", "Biggert-Waters Flood Insurance Reform Act of 2012/s:100205, 100207", "1"
"section|2301(a)|of|the|Military|Construction|Authorization|Act|for|Fiscal|Year|2012", "Military Construction Authorization Act for Fiscal Year 2012/s:2301/ss:a", "2"
"Section|31113(a)(4)(C)|of|the|Violent|Crime|Control|and|Law|Enforcement|Act|of|1994", "Violent Crime Control and Law Enforcement Act of 1994/s:31113/ss:a/p:4/sp:C", "1"
"paragraph|(2)|of|section|11010(a)|of|the|Food,|Conservation,|and|Energy|Act|of|2008", "Food, Conservation, and Energy Act of 2008/s:11010/ss:a/p:2", "2"
"Section|235(d)(6)|of|the|Trafficking|Victims|Protection|Reauthorization|Act|of|2008", "Trafficking Victims Protection Reauthorization Act of 2008/s:235/ss:d/p:6", "1"
"Section|105(d)(7)|of|the|Victims|of|Trafficking|and|Violence|Protection|Act|of|2000", "Victims of Trafficking and Violence Protection Act of 2000/s:105/ss:d/p:7", "2"
"section|1497(a)(8)|of|the|Dodd-Frank|Wall|Street|Reform|and|Consumer|Protection|Act", "Dodd-Frank Wall Street Reform and Consumer Protection Act/s:1497/ss:a/p:8", "2"
"Section|2971(b)|of|the|Military|Construction|Authorization|Act|for|Fiscal|Year|2014", "Military Construction Authorization Act for Fiscal Year 2014/s:2971/ss:b", "2"
"(b)|of|section|2|of|the|Responsible|Unemployment|Compensation|Extension|Act|of|2014", "Responsible Unemployment Compensation Extension Act of 2014/s:2/ss:b", "1"
"Section|114(b)(1)|of|the|Carl|D.|Perkins|Career|and|Technical|Education|Act|of|2006", "Carl D. Perkins Career and Technical Education Act of 2006/s:114/ss:b/p:1", "1"
"section|302(c)|of|title|I|of|the|Omnibus|Crime|Control|and|Safe|Streets|Act|of|1968", "Omnibus Crime Control and Safe Streets Act of 1968/t:I/s:302/ss:c", "1"
"Section|251A(7)(A)|of|the|Balanced|Budget|and|Emergency|Deficit|Control|Act|of|1985", "Balanced Budget and Emergency Deficit Control Act of 1985/s:251A/ss:7/p:A", "1"
"Section|2501(a)(4)(A)|of|the|Food,|Agriculture,|Conservation,|and|Trade|Act|of|1990", "Food, Agriculture, Conservation, and Trade Act of 1990/s:2501/ss:a/p:4/sp:A", "1"
"Searching|for|and|Cutting|Regulations|that|are|Unnecessarily|Burdensome|Act|of|2014", "Searching for and Cutting Regulations that are Unnecessarily Burdensome Act of 2014", "1"
"Section|1022(b)(4)|of|the|Dodd-Frank|Wall|Street|Reform|and|Consumer|Protection|Act", "Dodd-Frank Wall Street Reform and Consumer Protection Act/s:1022/ss:b/p:4", "1"
"section|33(d)(2)|of|the|Federal|Insecticide,|Fungicide,|and|Rodenticide|Act|(FIFRA)", "Federal Insecticide, Fungicide, and Rodenticide Act/s:33/ss:d/p:2", "1"
"Commission|to|Study|the|Potential|Creation|of|a|National|Women’s|History|Museum|Act", "Commission to Study the Potential Creation of a National Women’s History Museum Act", "2"
"Building|and|Repairing|Infrastructure|with|Domestic|Gains|in|Employment|Act|of|2013", "Building and Repairing Infrastructure with Domestic Gains in Employment Act of 2013", "1"
"section|805|of|the|California|Military|Lands|Withdrawal|and|Overflights|Act|of|1994", "California Military Lands Withdrawal and Overflights Act of 1994/s:805", "3"
"Subsection|(b)(7)(G)|of|the|Competitive,|Special,|and|Facilities|Research|Grant|Act", "Competitive, Special, and Facilities Research Grant Act/ss:b/p:7/sp:G", "3"
"section|103(d)(1)|of|the|Water|Supply|Reliability,|and|Environmental|Improvement|Ac", "Water Supply Reliability, and Environmental Improvement Ac/s:103/ss:d/p:1", "2"
"clauses|(i)|through|(iii)|of|section|2701(a)(1)(A)|of|the|Public|Health|Service|Act", "Public Health Service Act/s:2701/ss:a/p:1/sp:A/cl:i..iii", "1"
"342|of|the|Department|of|the|Interior|and|Related|Agencies|Appropriations|Act,|2004", "Department of the Interior and Related Agencies Appropriations Act, 2004/s:342", "3"
"section|405(b)(2)|of|the|Strengthening|Mental|Health|in|Our|Communities|Act|of|2014", "Strengthening Mental Health in Our Communities Act of 2014/s:405/ss:b/p:2", "1"
"American|Indian,|Alaska|Native,|and|Native|Hawaiian|Culture|and|Art|Development|Act", "American Indian, Alaska Native, and Native Hawaiian Culture and Art Development Act", "4"
"section|32301(a)|of|the|Moving|Ahead|for|Progress|in|the|21st|Century|Act|or|MAP–21", "Moving Ahead for Progress in the 21st Century Act or MAP–21/s:32301/ss:a", "1"
"section|1532|of|the|Implementing|Recommendations|of|the|9/11|Commission|Act|of|2007", "Implementing Recommendations of the 9-11 Commission Act of 2007/11 Commission Act of 2007/s:1532", "1"
"Bureau|of|Consumer|Financial|Protection|Accountability|and|Transparency|Act|of|2013", "Bureau of Consumer Financial Protection Accountability and Transparency Act of 2013", "1"
"section|493(9)|of|the|Forest|Resources|Conservation|and|Shortage|Relief|Act|of|1990", "Forest Resources Conservation and Shortage Relief Act of 1990/s:493/p:9", "2"
"Section|1013(a)(2)|of|the|Dodd-Frank|Wall|Street|Reform|and|Consumer|Protection|Act", "Dodd-Frank Wall Street Reform and Consumer Protection Act/s:1013/ss:a/p:2", "3"
"Section|107(b)(2)|of|the|Victims|of|Trafficking|and|Violence|Protection|Act|of|2000", "Victims of Trafficking and Violence Protection Act of 2000/s:107/ss:b/p:2", "5"
"section|2401(a)|of|the|Military|Construction|Authorization|Act|for|Fiscal|Year|2010", "Military Construction Authorization Act for Fiscal Year 2010/s:2401/ss:a", "2"
"Subsection|(d)|of|section|405|of|the|Public|Utility|Regulatory|Policies|Act|of|1978", "Public Utility Regulatory Policies Act of 1978/s:405/ss:d", "10"
"Section|2501(c)(2)(D)|of|the|Food,|Agriculture,|Conservation,|and|Trade|Act|of|1990", "Food, Agriculture, Conservation, and Trade Act of 1990/s:2501/ss:c/p:2/sp:D", "3"
"Creating|Hope|and|Opportunity|for|Individuals|and|Communities|through|Education|Act", "Creating Hope and Opportunity for Individuals and Communities through Education Act", "1"
"paragraph|(3)|of|subsection|(c)|of|section|501|of|the|Internal|Revenue|Code|of|1986", "Internal Revenue Code of 1986/s:501/ss:c/p:3", "2"
"Nicholas|and|Zachary|Burt|Memorial|Carbon|Monoxide|Poisoning|Prevention|Act|of|2013", "Nicholas and Zachary Burt Memorial Carbon Monoxide Poisoning Prevention Act of 2013", "1"
"District|of|Columbia|Financial|Responsibility|and|Management|Assistance|Act|of|1995", "District of Columbia Financial Responsibility and Management Assistance Act of 1995", "1"
"Workforce|Investment|Act|and|the|Carl|D.|Perkins|Career|and|Technical|Education|Act", "Workforce Investment Act and the Carl D. Perkins Career and Technical Education Act", "1"
"part|C|of|title|II|of|the|Balanced|Budget|and|Emergency|Deficit|Control|Act|of|1985", "Balanced Budget and Emergency Deficit Control Act of 1985/t:II/pt:C", "1"
"section|2201(a)|of|the|Military|Construction|Authorization|Act|for|Fiscal|Year|2012", "Military Construction Authorization Act for Fiscal Year 2012/s:2201/ss:a", "6"
"Emergency|Conservation|Program|under|title|IV|of|the|Agriculture|Credit|Act|of|1978", "Agriculture Credit Act of 1978", "1"
"Title|I|of|the|Developmental|Disabilities|Assistance|and|Bill|of|Rights|Act|of|2000", "Developmental Disabilities Assistance and Bill of Rights Act of 2000/t:I", "1"
"Section|3|of|the|Hematological|Cancer|Research|Investment|and|Education|Act|of|2002", "Hematological Cancer Research Investment and Education Act of 2002/s:3", "2"
"Section|109(b)|of|title|I|of|the|Omnibus|Crime|Control|and|Safe|Streets|Act|of|1968", "Omnibus Crime Control and Safe Streets Act of 1968/s:109/ss:b", "1"
"section|1105(c)(57)|of|the|Intermodal|Surface|Transportation|Efficiency|Act|of|1991", "Intermodal Surface Transportation Efficiency Act of 1991/s:1105/ss:c/p:57", "5"
"section|251A(7)(A)|of|the|Balanced|Budget|and|Emergency|Deficit|Control|Act|of|1985", "Balanced Budget and Emergency Deficit Control Act of 1985/s:251A/p:7/sp:A", "12"
"Section|1114(b)(1)(B)(iii)(I)|of|the|Elementary|and|Secondary|Education|Act|of|1965", "Elementary and Secondary Education Act of 1965/s:1114/ss:b/p:1/sp:B/cl:iii/scl:I", "2"
"section|303(a)|of|the|National|Assessment|of|Educational|Progress|Authorization|Act", "National Assessment of Educational Progress Authorization Act/s:303/ss:a", "1"
"Section|539|of|the|Foreign|Assistance|and|Related|Programs|Appropriations|Act,|1987", "Foreign Assistance and Related Programs Appropriations Act, 1987/s:539", "3"
"paragraphs|(20)|through|(22)|of|section|2(a)|of|the|Colorado|Wilderness|Act|of|1993", "Colorado Wilderness Act of 1993/s:2/ss:a/p:20..22", "6"
"section|202(a)(1)|of|the|Federal|Response|to|Eliminate|Eating|Disorders|Act|of|2013", "Federal Response to Eliminate Eating Disorders Act of 2013/s:202/ss:a/p:1", "1"
"Foreign|Operations,|Export|Financing,|and|Related|Programs|Appropriations|Act,|1990", "Foreign Operations, Export Financing, and Related Programs Appropriations Act, 1990", "5"
"section|1634(a)(2)|of|the|Miscellaneous|Trade|and|Technical|Corrections|Act|of|2006", "Miscellaneous Trade and Technical Corrections Act of 2006/s:1634/ss:a/p:2", "1"
"subparagraph|(A)(iii)|of|section|101(4)|of|the|Family|and|Medical|Leave|Act|of|1993", "Family and Medical Leave Act of 1993/s:101/p:4/sp:A/cl:iii", "1"
"Subsection|(b)(3)|of|section|201|of|the|International|Religious|Freedom|Act|of|1998", "International Religious Freedom Act of 1998/s:201/ss:b/p:3", "2"
"National|Action|Plan|to|Combat|Human|Trafficking|and|Modern-Day|Slavery|Act|of|2014", "National Action Plan to Combat Human Trafficking and Modern-Day Slavery Act of 2014", "1"
"section|2|of|the|Agricultural|Research,|Extension,|and|Education|Reform|Act|of|1998", "Agricultural Research, Extension, and Education Reform Act of 1998/s:2", "6"
"section|2404(b)|of|the|Military|Construction|Authorization|Act|for|Fiscal|Year|2013", "Military Construction Authorization Act for Fiscal Year 2013/s:2404/ss:b", "2"
"section|2401(a)|of|the|Military|Construction|Authorization|Act|for|Fiscal|Year|2000", "Military Construction Authorization Act for Fiscal Year 2000/s:2401/ss:a", "3"
"Health|Equity|and|Access|under|the|Law|for|Immigrant|Women|and|Families|Act|of|2014", "Health Equity and Access under the Law for Immigrant Women and Families Act of 2014", "1"
"section|311(b)(1)(C)|of|the|Children's|Health|Insurance|Reauthorization|Act|of|2009", "Children's Health Insurance Reauthorization Act of 2009/s:311/ss:b/p:1/sp:C", "1"
"Section|576(c)(1)(B)|of|the|National|Defense|Authorization|Act|for|Fiscal|Year|2013", "National Defense Authorization Act for Fiscal Year 2013/s:576/ss:c/p:1/sp:B", "1"
"section|2401(a)|of|the|Military|Construction|Authorization|Act|for|Fiscal|Year|2013", "Military Construction Authorization Act for Fiscal Year 2013/s:2401/ss:a", "2"
"section|2404(a)|of|the|Military|Construction|Authorization|Act|for|Fiscal|Year|2013", "Military Construction Authorization Act for Fiscal Year 2013/s:2404/ss:a", "1"
"section|5|of|the|Improper|Payments|Elimination|and|Recovery|Improvement|Act|of|2012", "Improper Payments Elimination and Recovery Improvement Act of 2012/s:5", "1"
"section|319|of|title|III|of|division|D|of|the|Consolidated|Appropriations|Act,|2014", "Consolidated Appropriations Act, 2014/d:D/t:III/s:319", "4"
"section|2201(a)|of|the|Military|Construction|Authorization|Act|for|Fiscal|Year|2014", "Military Construction Authorization Act for Fiscal Year 2014/s:2201/ss:a", "1"
"Section|605|of|the|Harmful|Algal|Bloom|and|Hypoxia|Research|and|Control|Act|of|1998", "Harmful Algal Bloom and Hypoxia Research and Control Act of 1998/s:605", "1"
"Section|5|of|the|Improper|Payments|Elimination|and|Recovery|Improvement|Act|of|2012", "Improper Payments Elimination and Recovery Improvement Act of 2012/s:5", "5"
"section|833(a)(5)(A)(i)|of|the|International|Marriage|Broker|Regulation|Act|of|2005", "International Marriage Broker Regulation Act of 2005/s:833/ss:a/p:5/sp:A/cl:i", "4"
"Section|251A(3)(E)|of|the|Balanced|Budget|and|Emergency|Deficit|Control|Act|of|1985", "Balanced Budget and Emergency Deficit Control Act of 1985/s:251A/ss:3/p:E", "1"
"section|2101(b)|of|the|Military|Construction|Authorization|Act|for|Fiscal|Year|2010", "Military Construction Authorization Act for Fiscal Year 2010/s:2101/ss:b", "1"
"paragraph|(2)|of|section|303|of|the|Alaska|National|Interest|Lands|Conservation|Act", "Alaska National Interest Lands Conservation Act/s:303/p:2", "1"
"Section|2|of|the|Department|of|Energy|High-End|Computing|Revitalization|Act|of|2004", "Department of Energy High-End Computing Revitalization Act of 2004/s:2", "4"
"Section|1|of|the|Department|of|Energy|High-End|Computing|Revitalization|Act|of|2004", "Department of Energy High-End Computing Revitalization Act of 2004/s:1", "1"
"section|2401(b)|of|the|Military|Construction|Authorization|Act|for|Fiscal|Year|2013", "Military Construction Authorization Act for Fiscal Year 2013/s:2401/ss:b", "1"
"section|2401(a)|of|the|Military|Construction|Authorization|Act|for|Fiscal|Year|2012", "Military Construction Authorization Act for Fiscal Year 2012/s:2401/ss:a", "2"
"Section|258C(b)(1)|of|the|Balanced|Budget|and|Emergency|Deficit|Control|Act|of|1985", "Balanced Budget and Emergency Deficit Control Act of 1985/s:258C/ss:b/p:1", "2"
"title|V|of|the|Tribally|Controlled|Colleges|and|Universities|Assistance|Act|of|1978", "Tribally Controlled Colleges and Universities Assistance Act of 1978/t:V", "2"
"section|932(c)(2)(C)|of|the|National|Defense|Authorization|Act|for|Fiscal|Year|2014", "National Defense Authorization Act for Fiscal Year 2014/s:932/ss:c/p:2/sp:C", "1"
"No|Taxpayer|Funding|for|Abortion|and|Abortion|Insurance|Full|Disclosure|Act|of|2014", "No Taxpayer Funding for Abortion and Abortion Insurance Full Disclosure Act of 2014", "1"
"Reducing|Employer|Burdens,|Unleashing|Innovation,|and|Labor|Development|Act|of|2013", "Reducing Employer Burdens, Unleashing Innovation, and Labor Development Act of 2013", "4"
"section|1649|of|the|Reclamation|Wastewater|and|Groundwater|Study|and|Facilities|Act", "Reclamation Wastewater and Groundwater Study and Facilities Act/s:1649", "1"
"section|251A(7)(B)|of|the|Balanced|Budget|and|Emergency|Deficit|Control|Act|of|1985", "Balanced Budget and Emergency Deficit Control Act of 1985/s:251A/ss:7/p:B", "1"
"Section|235(c)(2)|of|the|Trafficking|Victims|Protection|Reauthorization|Act|of|2008", "Trafficking Victims Protection Reauthorization Act of 2008/s:235/ss:c/p:2", "1"
"section|264(c)|of|the|Health|Insurance|Portability|and|Accountability|Act|of|1996|(", "Health Insurance Portability and Accountability Act of 1996/s:264/ss:c", "2"
"section|3|of|the|Hematological|Cancer|Research|Investment|and|Education|Act|of|2002", "Hematological Cancer Research Investment and Education Act of 2002/s:3", "2"
"Part|C|of|title|II|of|the|Balanced|Budget|and|Emergency|Deficit|Control|Act|of|1985", "Balanced Budget and Emergency Deficit Control Act of 1985/t:II/pt:C", "2"
"Section|3|of|the|Department|of|Energy|High-End|Computing|Revitalization|Act|of|2004", "Department of Energy High-End Computing Revitalization Act of 2004/s:3", "4"
"Sec.|110|of|the|Illegal|Immigration|Reform|and|Immigrant|Responsibility|Act|of|1996", "Illegal Immigration Reform and Immigrant Responsibility Act of 1996/s:110", "1"
"section|721(a)(21)|of|the|Dodd-Frank|Wall|Street|Reform|and|Consumer|Protection|Act", "Dodd-Frank Wall Street Reform and Consumer Protection Act/s:721/ss:a/p:21", "1"
"Section|122(c)(1)|of|the|Carl|D.|Perkins|Career|and|Technical|Education|Act|of|2006", "Carl D. Perkins Career and Technical Education Act of 2006/s:122/ss:c/p:1", "1"
"section|2101(a)|of|the|Military|Construction|Authorization|Act|for|Fiscal|Year|2013", "Military Construction Authorization Act for Fiscal Year 2013/s:2101/ss:a", "5"
"Nicholas|and|Zachary|Burt|Memorial|Carbon|Monoxide|Poisoning|Prevention|Act|of|2014", "Nicholas and Zachary Burt Memorial Carbon Monoxide Poisoning Prevention Act of 2014", "1"
"Foreign|Operations,|Export|Financing,|and|Related|Programs|Appropriations|Act,|1998", "Foreign Operations, Export Financing, and Related Programs Appropriations Act, 1998", "1"
"section|2401(b)|of|the|Military|Construction|Authorization|Act|for|Fiscal|Year|2012", "Military Construction Authorization Act for Fiscal Year 2012/s:2401/ss:b", "2"
"section|2101(a)|of|the|Military|Construction|Authorization|Act|for|Fiscal|Year|2004", "Military Construction Authorization Act for Fiscal Year 2004/s:2101/ss:a", "2"
"section|2301(a)|of|the|Military|Construction|Authorization|Act|for|Fiscal|Year|2014", "Military Construction Authorization Act for Fiscal Year 2014/s:2301/ss:a", "1"
"Regulatory|Transparency,|Patient|Access,|and|Effective|Drug|Enforcement|Act|of|2014", "Regulatory Transparency, Patient Access, and Effective Drug Enforcement Act of 2014", "1"
"section|2201(b)|of|the|Military|Construction|Authorization|Act|for|Fiscal|Year|2011", "Military Construction Authorization Act for Fiscal Year 2011/s:2201/ss:b", "1"
"Subsections|(d)|and|(g)|of|section|14|of|the|National|Forest|Management|Act|of|1976", "National Forest Management Act of 1976/s:14/ss:d..g", "2"
"Section|235(c)(1)|of|the|Trafficking|Victims|Protection|Reauthorization|Act|of|2008", "Trafficking Victims Protection Reauthorization Act of 2008/s:235/ss:c/p:1", "1"
"Section|220(c)|of|the|Immigration|and|Nationality|Technical|Corrections|Act|of|1994", "Immigration and Nationality Technical Corrections Act of 1994/s:220/ss:c", "7"
"section|2101(a)|of|the|Military|Construction|Authorization|Act|for|Fiscal|Year|2011", "Military Construction Authorization Act for Fiscal Year 2011/s:2101/ss:a", "1"
"section|932(b)(5)(A)|of|the|National|Defense|Authorization|Act|for|Fiscal|Year|2014", "National Defense Authorization Act for Fiscal Year 2014/s:932/ss:b/p:5/sp:A", "1"
"section|2|of|the|Department|of|Energy|High-End|Computing|Revitalization|Act|of|2004", "Department of Energy High-End Computing Revitalization Act of 2004/s:2", "1"
"Preventing|Sex|Trafficking|and|Improving|Opportunities|for|Youth|in|Foster|Care|Act", "Preventing Sex Trafficking and Improving Opportunities for Youth in Foster Care Act", "3"
"Paragraph|(3)|of|section|10106(f)|of|the|Patient|Protection|and|Affordable|Care|Act", "Patient Protection and Affordable Care Act/s:10106/ss:f/p:3", "1"
"section|2301(b)|of|the|Military|Construction|Authorization|Act|for|Fiscal|Year|2012", "Military Construction Authorization Act for Fiscal Year 2012/s:2301/ss:b", "1"
"section|1497(b)(2)|of|the|Dodd-Frank|Wall|Street|Reform|and|Consumer|Protection|Act", "Dodd-Frank Wall Street Reform and Consumer Protection Act/s:1497/ss:b/p:2", "2"
"Subsection|(g)(1)|of|section|1101|of|the|Patient|Protection|and|Affordable|Care|Act", "Patient Protection and Affordable Care Act/s:1101/ss:g/p:1", "1"
"Section|105(a)|of|the|Water|Supply,|Reliability,|and|Environmental|Improvement|Act", "Water Supply, Reliability, and Environmental Improvement Act/s:105/ss:a", "2"
"section|3(c)(1)(B)(i)|of|the|Bipartisan|Congressional|Trade|Priorities|Act|of|2014", "Bipartisan Congressional Trade Priorities Act of 2014/s:3/ss:c/p:1/sp:B/cl:i", "2"
"Section|502(h)(2)|of|the|Railroad|Revitalization|and|Regulatory|Reform|Act|of|1976", "Railroad Revitalization and Regulatory Reform Act of 1976/s:502/ss:h/p:2", "1"
"Subsection|(d)|of|section|2405|of|the|Global|Climate|Change|Prevention|Act|of|1990", "Global Climate Change Prevention Act of 1990/s:2405/ss:d", "2"
"Section|1012(b)(1)|of|the|Intermodal|Surface|Transportation|Efficiency|Act|of|1991", "Intermodal Surface Transportation Efficiency Act of 1991/s:1012/ss:b/p:1", "1"
"Section|3001(c)(2)|of|the|Intelligence|Reform|and|Terrorism|Prevention|Act|of|2004", "Intelligence Reform and Terrorism Prevention Act of 2004/s:3001/ss:c/p:2", "1"
"Subsection|(b)|of|section|405|of|the|Foreign|Intelligence|Surveillance|Act|of|1978", "Foreign Intelligence Surveillance Act of 1978/s:405/ss:b", "1"
"303|of|the|National|Aeronautics|and|Space|Administration|Authorization|Act|of|2010", "National Aeronautics and Space Administration Authorization Act of 2010", "1"
"section|203|of|the|Robert|T.|Stafford|Disaster|Relief|and|Emergency|Assistance|Act", "Robert T. Stafford Disaster Relief and Emergency Assistance Act/s:203", "4"
"Autism|Collaboration,|Accountability,|Research,|Education,|and|Support|Act|of|2014", "Autism Collaboration, Accountability, Research, Education, and Support Act of 2014", "4"
"Brownfield|Redevelopment|and|Economic|Development|Innovative|Financing|Act|of|2014", "Brownfield Redevelopment and Economic Development Innovative Financing Act of 2014", "1"
"section|3(a)|of|the|Stop|Child|Abuse|in|Residential|Programs|for|Teens|Act|of|2013", "Stop Child Abuse in Residential Programs for Teens Act of 2013/s:3/ss:a", "1"
"Section|251(b)(2)|of|the|Balanced|Budget|and|Emergency|Deficit|Control|Act|of|1985", "Balanced Budget and Emergency Deficit Control Act of 1985/s:251/ss:b/p:2", "7"
"subtitle|B|of|title|II|of|the|Health|Care|and|Education|Reconciliation|Act|of|2010", "Health Care and Education Reconciliation Act of 2010/t:II/st:B", "32"
"Section|975(c)(5)|of|the|Dodd-Frank|Wall|Street|Reform|and|Consumer|Protection|Act", "Dodd-Frank Wall Street Reform and Consumer Protection Act/s:975/ss:c/p:5", "1"
"Section|403|of|the|Robert|T.|Stafford|Disaster|Relief|and|Emergency|Assistance|Act", "Robert T. Stafford Disaster Relief and Emergency Assistance Act/s:403", "3"
"section|709(a)|of|the|Tax|Extenders|and|Alternative|Minimum|Tax|Relief|Act|of|2008", "Tax Extenders and Alternative Minimum Tax Relief Act of 2008/s:709/ss:a", "3"
"Subsection|(b)|of|section|4|of|the|Employee|Retirement|Income|Security|Act|of|1974", "Employee Retirement Income Security Act of 1974/s:4/ss:b", "1"
"Section|196(i)(3)(B)|of|the|Federal|Agriculture|Improvement|and|Reform|Act|of|1996", "Federal Agriculture Improvement and Reform Act of 1996/s:196/ss:i/p:3/sp:B", "3"
"Section|117|of|the|Protection|and|Advocacy|for|Individuals|with|Mental|Illness|Act", "Protection and Advocacy for Individuals with Mental Illness Act/s:117", "2"
"Section|725|of|the|Implementing|Recommendations|of|the|9/11|Commission|Act|of|2007", "Implementing Recommendations of the 9-11 Commission Act of 2007/s:725", "1"
"section|254(f)(5)|of|the|Balanced|Budget|and|Emergency|Deficit|Control|Act|of|1985", "Balanced Budget and Emergency Deficit Control Act of 1985/s:254/ss:f/p:5", "1"
"section|205(2)|of|the|Federal-State|Extended|Unemployment|Compensation|Act|of|1970", "Federal-State Extended Unemployment Compensation Act of 1970/s:205/p:2", "1"
"Federal|and|State|Insurance|Exchange|Access|Fairness|and|Penalty|Delay|Act|of|2013", "Federal and State Insurance Exchange Access Fairness and Penalty Delay Act of 2013", "1"
"section|313|of|the|Foreign|Relations|Authorization|Act,|Fiscal|Years|1994|and|1995", "Foreign Relations Authorization Act, Fiscal Years 1994 and 1995/s:313", "12"
"section|250(c)(8)|of|the|Balanced|Budget|and|Emergency|Deficit|Control|Act|of|1985", "Balanced Budget and Emergency Deficit Control Act of 1985/s:250/ss:c/p:8", "10"
"section|255(f)(1)|of|the|Balanced|Budget|and|Emergency|Deficit|Control|Act|of|1985", "Balanced Budget and Emergency Deficit Control Act of 1985/s:255/ss:f/p:1", "2"
"Section|404|of|the|Robert|T.|Stafford|Disaster|Relief|and|Emergency|Assistance|Act", "Robert T. Stafford Disaster Relief and Emergency Assistance Act/s:404", "8"
"Section|6001(b)(1)|of|the|Intelligence|Reform|and|Terrorism|Prevention|Act|of|2004", "Intelligence Reform and Terrorism Prevention Act of 2004/s:6001/ss:b/p:1", "1"
"Improving|Veterans’|Access|to|Vocational|Rehabilitation|and|Employment|Act|of|2014", "Improving Veterans’ Access to Vocational Rehabilitation and Employment Act of 2014", "1"
"section|501|of|the|Robert|T.|Stafford|Disaster|Relief|and|Emergency|Assistance|Act", "Robert T. Stafford Disaster Relief and Emergency Assistance Act/s:501", "2"
"section|205(a)(4)|of|the|Emergency|Unemployment|Compensation|Extension|Act|of|2014", "Emergency Unemployment Compensation Extension Act of 2014/s:205/ss:a/p:4", "1"
